entry_index,datetime,date,product_vt_symbol,contract_vt_symbol,direction,signal,layer_kind,entry_context,risk_mode,sizing_method,estimated_equity,total_margin_in_use_before,allowed_capital,single_trade_capital_limit,sizing_equity,effective_sizing_equity_cap,dynamic_sizing_equity_soft_cap_enabled,dynamic_sizing_equity_soft_cap_base,dynamic_sizing_equity_soft_cap_max,dynamic_sizing_equity_soft_cap_raw_cap,dynamic_sizing_equity_soft_cap_margin_pressure_ratio,dynamic_sizing_equity_soft_cap_drawdown_ratio,dynamic_sizing_equity_soft_cap_release_weight,free_capital,limited_balance,effective_single_trade_capital_usage_ratio,effective_streak_risk_multipliers,risk_ratio,risk_multiplier,oi_price_confirm_risk_restore_enabled,oi_price_confirm_risk_restore_applied,oi_price_confirm_risk_restore_reason,oi_price_confirm_risk_restore_base_multiplier,oi_price_confirm_risk_restore_multiplier,oi_price_confirm_risk_restore_effective_multiplier,oi_price_confirm_entry_close,oi_price_confirm_prev_close,oi_price_confirm_entry_oi,oi_price_confirm_prev_oi,oi_price_confirm_oi_up,oi_price_confirm_price_aligned,oi_price_confirm_recent_sum_ratio_required,oi_price_confirm_recent_sum_days,oi_price_confirm_recent_oi_sum,oi_price_confirm_prior_oi_sum,oi_price_confirm_recent_prior_oi_sum_ratio,oi_price_confirm_recent_sum_ratio_passed,oi_price_confirm_passed,streak_entry_structure_risk_recovery_enabled,streak_entry_structure_risk_recovery_applied,streak_entry_structure_risk_recovery_reason,streak_entry_structure_risk_recovery_base_multiplier,streak_entry_structure_risk_recovery_effective_multiplier,streak_entry_structure_risk_recovery_rsi_confirmation_enabled,streak_entry_structure_risk_recovery_rsi_value,streak_entry_structure_risk_recovery_long_min_rsi,streak_entry_structure_risk_recovery_short_max_rsi,streak_entry_structure_risk_recovery_directional_edge_enabled,streak_entry_structure_risk_recovery_directional_edge_period,streak_entry_structure_risk_recovery_directional_edge_close_position,streak_entry_structure_risk_recovery_directional_edge_long_min,streak_entry_structure_risk_recovery_directional_edge_short_max,streak_entry_structure_risk_recovery_portfolio_drawdown_pct,streak_entry_structure_risk_recovery_max_portfolio_drawdown_pct,recovery_sleeve_enabled,recovery_sleeve_applied,recovery_sleeve_normal_risk_bypass_enabled,recovery_sleeve_normal_risk_bypassed,recovery_sleeve_reason,recovery_sleeve_selected_volume_before,recovery_sleeve_selected_volume_after,recovery_sleeve_broker_margin_multiplier,recovery_sleeve_single_contract_broker_margin_to_equity,recovery_sleeve_max_single_contract_broker_margin_to_equity,recovery_sleeve_cooldown_days,post_entry_quality_add_enabled,post_entry_quality_add_feature,post_entry_quality_add_passed,post_entry_quality_add_observation_bars,post_entry_quality_add_volume_multiplier,post_entry_quality_add_triggers_add_profit_lock,post_entry_quality_add_body60_ratio,post_entry_quality_add_avg_body_pct,post_entry_quality_add_avg_directional_close_strength,post_entry_quality_add_short30_ratio,post_entry_quality_add_long60_ratio,post_entry_quality_add_avg_adverse_wick_pct,directional_30d_risk_boost_enabled,directional_30d_risk_boost_lookback,directional_30d_volume_confirmation_enabled,directional_30d_volume_recent_days,directional_30d_volume_prior_days,directional_30d_recent_volume_sum,directional_30d_prior_volume_sum,directional_30d_volume_expanding,directional_30d_start_close,directional_30d_end_close,directional_30d_return,directional_30d_risk_boost_aligned,directional_30d_risk_boost_applied,directional_30d_risk_boost_multiplier,directional_30d_risk_boost_reason,risk_amount_before_directional_30d_boost,target_risk_amount,planned_entry_price,filled_entry_price,entry_price,stop_price,stop_distance,size,risk_per_contract,actual_risk_amount,margin_ratio,margin_per_contract,actual_margin_amount,projected_total_margin_after,volume,risk_cluster_cap_enabled,risk_cluster_name,risk_cluster_cap_ratio,risk_cluster_cap_amount,risk_cluster_reserved_margin_before,risk_cluster_max_volume,risk_cluster_selected_volume_before,risk_cluster_selected_volume,risk_cluster_heat_gate_enabled,risk_cluster_heat_gate_weight,risk_cluster_heat_gate_pressure,risk_cluster_heat_gate_selected_volume_before,risk_cluster_heat_gate_selected_volume,contracts_by_risk,contracts_by_margin,contracts_by_single_trade_cap,selected_volume,selected_volume_ungated,incremental_margin_budget_gate_reduce_volume_enabled,incremental_margin_budget_gate_budget,incremental_margin_budget_gate_remaining_budget,incremental_margin_budget_gate_max_affordable_volume,incremental_margin_budget_gate_selected_volume_before,incremental_margin_budget_gate_selected_volume_after,incremental_margin_budget_gate_volume_reduced,env_gate_enabled,env_gate_weight,env_candidate_count,env_native_selected_rate,env_native_selected_count,env_avg_close_position_60d,env_avg_range_pct_zscore_120,env_gate_close_component,env_gate_range_component,env_gate_selected_component,env_gate_entry_context,portfolio_drawdown_gate_enabled,portfolio_drawdown_gate_weight,portfolio_drawdown_pct,portfolio_equity_high_water,portfolio_volatility_budget_enabled,portfolio_volatility_budget_weight,portfolio_volatility_budget_realized_annual_vol,portfolio_volatility_budget_lookback,portfolio_volatility_budget_target_annual_vol,rollover_reopen_drawdown_guard_enabled,rollover_reopen_drawdown_guard_passed,rollover_reopen_drawdown_guard_max_pct,rollover_reopen_drawdown_guard_portfolio_drawdown_pct,same_direction_correlation_gate_enabled,same_direction_correlation_gate_weight,same_direction_correlation_active_count,same_direction_correlation_corr_count,same_direction_correlation_max_corr,same_direction_correlation_avg_corr,loss_streak,profit_recovery_streak,profile,start_month,variant,account_capital,c3_capital
192,2021-11-24 00:00:00+08:00,2021-11-24,ru.SHFE,ru2205.SHFE,long,rollover_reopen,base,rollover_reopen,regular,risk_budget,8562290.5,0.0,7706061.45,5993603.35,8562290.5,8562290.5,0,1000000.0,1500000.0,1500000.0,0.0,0.0747861244886954,0.8347591700753639,8562290.5,7706061.45,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,15685.0,15527.845830639948,118879.0,135380.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,,60.0,40.0,0,60,,0.8,0.2,0.0747861244886954,-1.0,0,0,0,0,,44,44,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2232774.0,3548745.0,0,14635.61570782159,15685.0,0.07170072739868383,1,0,1.0,volume_not_expanding,138709.1061,138709.1061,15685.0,,15685.0,15371.3,313.7000000000007,10,3137.0000000000073,138028.00000000032,0.12,18822.0,828168.0,828168.0,44,1,ru.SHFE,0.25,2140572.625,0.0,113,44,44,0,1.0,0.0,44,44,44,409,318,44,44,0,7706061.45,7706061.45,44,44,44,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,rollover_reopen,0,1.0,0.0747861244886954,9254390.5,0,1.0,0.0,60,0.6,0,1,0.1,0.0747861244886954,0,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
193,2021-12-03 00:00:00+08:00,2021-12-03,sp.SHFE,sp2201.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,8233690.5,0.0,7410321.45,5763583.35,8233690.5,8233690.5,0,1000000.0,1500000.0,1500000.0,0.0,0.11029359524001067,0.5980426983999289,8233690.5,7410321.45,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,5976.0,5998.0,138950.0,141414.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,92.85197463535707,60.0,40.0,0,60,,0.8,0.2,0.11029359524001067,-1.0,0,0,0,0,,133,133,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3846867.0,1125048.0,1,5240.0,5976.0,0.1404580152671755,1,1,1.2,direction_and_volume_confirmed,133385.7861,160062.94332,5976.0,,5976.0,5856.48,119.52000000000044,10,1195.2000000000044,158961.6000000006,0.1,5976.0,794808.0,794808.0,133,1,sp.SHFE,0.25,2058422.625,0.0,344,133,133,0,1.0,0.0,133,133,133,1240,964,133,133,0,7410321.45,7410321.45,133,133,133,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.11029359524001067,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.11029359524001067,1,1.0,0,0,0.0,0.0,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
194,2021-12-16 00:00:00+08:00,2021-12-16,jm.DCE,jm2205.DCE,long,long_case2,base,flat_entry,regular,risk_budget,7898530.5,0.0,7108677.45,5528971.35,7898530.5,7898530.5,0,1000000.0,1500000.0,1500000.0,0.0,0.14650991872452324,0.3566005418365118,7898530.5,7108677.45,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,2139.5,2036.0,36607.0,35600.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,69.85737209645629,60.0,40.0,0,60,,0.8,0.2,0.14650991872452324,-1.0,0,0,0,0,,76,76,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,510841.0,302277.0,1,1811.0,2139.5,0.18139149641082275,1,1,1.2,direction_and_volume_confirmed,255912.3882,307094.86584,2139.5,,2139.5,2096.71,42.789999999999964,60,2567.399999999998,197689.79999999984,0.2,25674.0,1976898.0,1976898.0,77,1,jm.DCE,0.25,1974632.625,0.0,76,119,76,0,1.0,0.0,76,76,119,276,215,77,76,0,7108677.45,7108677.45,77,77,77,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.14650991872452324,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.14650991872452324,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
195,2021-12-16 00:00:00+08:00,2021-12-16,rb.SHFE,rb2205.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,7898530.5,0.0,7108677.45,5528971.35,7898530.5,7898530.5,0,1000000.0,1500000.0,1500000.0,0.0,0.14650991872452324,0.3566005418365118,7898530.5,7108677.45,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,4529.0,4441.0,2010408.0,1920239.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,72.91481027336908,60.0,40.0,0,60,,0.8,0.2,0.14650991872452324,-1.0,0,0,0,0,,339,339,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,21130965.0,21074471.0,1,4051.0,4529.0,0.11799555665267825,1,1,1.2,direction_and_volume_confirmed,255912.3882,307094.86584,4529.0,,4529.0,4438.42,90.57999999999993,10,905.7999999999993,303442.99999999977,0.1,4529.0,1517215.0,1517215.0,335,1,rb.SHFE,0.25,1974632.625,0.0,435,339,339,0,1.0,0.0,339,339,339,1569,1220,335,339,0,7108677.45,5131779.45,335,335,335,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.14650991872452324,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.14650991872452324,1,1.0,0,0,0.0,0.0,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
196,2021-12-17 00:00:00+08:00,2021-12-17,hc.SHFE,hc2205.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,7990790.5,3512407.0,7191711.45,5593553.35,7990790.5,7990790.5,0,1000000.0,1500000.0,1500000.0,0.43955688739430726,0.13654059659574555,0.42306268936169633,4478383.5,3679304.45,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,4680.0,4719.0,702308.0,692728.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,67.44241272839841,60.0,40.0,0,60,,0.8,0.2,0.13654059659574555,-1.0,0,0,0,0,,378,378,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,5277813.0,4080661.0,1,4369.0,4680.0,0.07118333714808878,1,1,1.2,direction_and_volume_confirmed,66227.4801,79472.97611999999,4680.0,,4680.0,4659.0,21.0,10,210.0,20790.0,0.1,4680.0,463320.0,3975727.0,99,1,hc.SHFE,0.25,1997697.625,0.0,426,378,378,0,1.0,0.0,378,378,378,786,1195,99,378,0,7191711.45,3679304.45,99,99,99,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.13654059659574555,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.13654059659574555,1,0.35,2,2,0.9562416536361348,0.833832870268914,2,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
197,2021-12-21 00:00:00+08:00,2021-12-21,MA.CZCE,MA205.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,8059810.5,3557127.0,7253829.45,5641867.35,8059810.5,8059810.5,0,1000000.0,1500000.0,1500000.0,0.4413412697482155,0.12908251494250217,0.4727832337166522,4502683.5,3696702.45,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,2568.0,2614.0,814242.0,820221.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,48.80955961097676,60.0,40.0,0,60,,0.8,0.2,0.12908251494250217,-1.0,0,0,0,0,,500,500,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,9576466.0,2973180.0,1,2528.0,2568.0,0.015822784810126667,1,1,1.2,direction_and_volume_confirmed,66540.6441,79848.77292,2568.0,,2568.0,2555.0,13.0,10,130.0,53170.0,0.12,3081.6,1260374.4,4817501.4,409,1,MA.CZCE,0.25,2014952.625,0.0,653,500,500,0,1.0,0.0,500,500,614,1199,1830,409,500,0,7253829.45,3696702.45,409,409,409,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.12908251494250217,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.12908251494250217,1,0.952908226041257,2,2,0.6144897766026901,0.5686882513281035,3,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
198,2021-12-28 00:00:00+08:00,2021-12-28,SA.CZCE,SA205.CZCE,short,short_case1a,base,flat_entry,regular,risk_budget,7612780.5,0.0,6851502.45,5328946.35,7612780.5,7612780.5,0,1000000.0,1500000.0,1500000.0,0.0,0.1773871547780483,0.15075230147967797,7612780.5,6851502.45,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,2285.0,2285.0,373635.0,396662.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,40.998052010131076,60.0,40.0,0,60,,0.8,0.2,0.1773871547780483,-1.0,0,0,0,0,,158,158,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,7017929.0,7916535.0,0,2365.0,2285.0,-0.03382663847780132,1,0,1.0,volume_not_expanding,123327.0441,123327.0441,2285.0,,2285.0,2324.0,39.0,20,780.0,123240.0,0.12,5484.0,866472.0,866472.0,158,1,SA.CZCE,0.25,1903195.125,0.0,347,158,158,0,1.0,0.0,158,158,158,1249,971,158,158,0,6851502.45,6851502.45,158,158,158,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1773871547780483,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.1773871547780483,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
199,2021-12-30 00:00:00+08:00,2021-12-30,sp.SHFE,sp2205.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,7706000.5,850924.7999999999,6935400.45,5394200.35,7706000.5,7706000.5,0,1000000.0,1500000.0,1500000.0,0.11042366270285084,0.1673140981029491,0.21790601264700613,6855075.7,6084475.65,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,6018.0,5920.0,192519.0,197035.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,79.09130003836829,60.0,40.0,0,60,,0.8,0.2,0.1673140981029491,-1.0,0,0,0,0,,109,109,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3462670.0,1935407.0,1,5028.0,6018.0,0.19689737470167068,1,1,1.2,direction_and_volume_confirmed,109520.5617,131424.67404,6018.0,,6018.0,5897.64,120.35999999999967,10,1203.5999999999967,131192.39999999964,0.1,6018.0,655962.0,1506886.7999999998,109,1,sp.SHFE,0.25,1926500.125,0.0,320,109,109,0,1.0,0.0,109,109,109,1011,896,109,109,0,6935400.45,6084475.65,109,109,109,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1673140981029491,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.1673140981029491,1,1.0,0,0,0.0,0.0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
200,2022-01-04 00:00:00+08:00,2022-01-04,OI.CZCE,OI205.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,7883320.5,1504705.2,7094988.45,5518324.35,7883320.5,7883320.5,0,1000000.0,1500000.0,1500000.0,0.1908720062821244,0.14815346294280538,0.3456435803812975,6378615.3,5590283.25,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,12039.0,12298.0,217299.0,220989.0,0,0,0,5,,,,1,0,0,0,,1.0,1.0,0,42.11622906315966,60.0,40.0,0,60,,0.8,0.2,0.14815346294280538,-1.0,0,0,0,0,,136,136,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,3492312.0,3028757.0,1,12007.0,12039.0,0.0026651120179894683,1,1,1.2,direction_and_volume_confirmed,100625.0985,120750.11819999998,12039.0,,12039.0,11975.0,64.0,10,640.0,87040.0,0.12,14446.8,1964764.7999999998,3469470.0,136,1,OI.CZCE,0.25,1970830.125,0.0,136,188,136,0,1.0,0.0,136,136,188,386,381,136,136,0,7094988.45,5590283.25,136,136,136,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.14815346294280538,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.14815346294280538,1,1.0,1,1,0.05715840347470761,0.05715840347470761,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
201,2022-01-05 00:00:00+08:00,2022-01-05,jm.DCE,jm2205.DCE,long,long_case1a,base,flat_entry,regular,risk_budget,7037920.5,3438356.4,6334128.45,4926544.35,7037920.5,7037920.5,0,1000000.0,1500000.0,1500000.0,0.4885472065221538,0.23950469779722391,0.0,3599564.1,2895772.0500000003,0.7,"1.0,1.0,1.0,1.0",0.018,2.0,1,1,oi_price_confirm_restore,1.0,2.0,2.0,2354.0,2337.0,43487.0,42946.0,1,1,0,5,,,,1,1,0,0,,1.0,1.0,0,75.7049300706266,60.0,40.0,0,60,,0.8,0.2,0.23950469779722391,-1.0,0,0,0,0,,36,36,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,455461.0,545582.0,0,1713.5,2354.0,0.3737963233148527,1,0,1.0,volume_not_expanding,104247.7938,104247.7938,2354.0,,2354.0,2306.92,47.07999999999993,60,2824.7999999999956,81919.19999999987,0.2,28248.0,819192.0,4257548.4,29,1,jm.DCE,0.25,1759480.125,0.0,62,36,36,0,1.0,0.0,36,36,36,102,174,29,36,0,6334128.45,2895772.0500000003,29,29,29,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.23950469779722391,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.23950469779722391,1,1.0,2,2,0.24275715752725885,0.14092953504356479,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
202,2022-01-11 00:00:00+08:00,2022-01-11,CF.CZCE,CF205.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,7307200.5,666426.0,6576480.45,5115040.35,7307200.5,7307200.5,0,1000000.0,1500000.0,1500000.0,0.09120127468789176,0.210407157554028,0.0,6640774.5,5910054.45,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,21115.0,21165.0,445534.0,442532.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,75.9718244675026,60.0,40.0,0,60,,0.8,0.2,0.210407157554028,-1.0,0,0,0,0,,111,111,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,2258146.0,2417392.0,0,20190.0,21115.0,0.04581475978207039,1,0,1.0,volume_not_expanding,106380.9801,106380.9801,21115.0,,21115.0,20925.0,190.0,5,950.0,107350.0,0.12,12669.0,1431597.0,2098023.0,113,1,CF.CZCE,0.25,1826800.125,0.0,144,111,111,0,1.0,0.0,111,111,111,466,403,113,111,0,6576480.45,5910054.45,113,113,113,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.210407157554028,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.210407157554028,1,1.0,1,1,0.06738285803485876,0.06738285803485876,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
203,2022-01-11 00:00:00+08:00,2022-01-11,SM.CZCE,SM205.CZCE,long,long_case1a,base,flat_entry,regular,risk_budget,7307200.5,666426.0,6576480.45,5115040.35,7307200.5,7307200.5,0,1000000.0,1500000.0,1500000.0,0.09120127468789176,0.210407157554028,0.0,6640774.5,5910054.45,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,8434.0,8472.0,120708.0,103320.0,1,0,0,5,,,,1,0,0,0,,1.0,1.0,0,63.36069146387984,60.0,40.0,0,60,,0.8,0.2,0.210407157554028,-1.0,0,0,0,0,,190,190,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,1025465.0,645686.0,1,8200.0,8434.0,0.028536585365853684,1,1,1.2,direction_and_volume_confirmed,106380.9801,127657.17611999999,8434.0,,8434.0,8300.0,134.0,5,670.0,125290.0,0.12,5060.4,946294.7999999999,1612720.7999999998,187,1,SM.CZCE,0.25,1826800.125,0.0,360,190,190,0,1.0,0.0,190,190,190,1167,1010,187,190,0,6576480.45,4478457.45,187,187,187,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.210407157554028,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.210407157554028,1,1.0,1,1,0.0383034671756837,0.0383034671756837,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
204,2022-01-13 00:00:00+08:00,2022-01-13,rb.SHFE,rb2205.SHFE,long,long_case2,base,flat_entry,regular,risk_budget,7632555.5,3087351.8,6869299.95,5342788.85,7632555.5,7632555.5,0,1000000.0,1500000.0,1500000.0,0.40449778583332935,0.1752503311806434,0.16499779212904406,4545203.7,3781948.1500000004,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,4633.0,4632.0,1984861.0,2014725.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,77.7395442876446,60.0,40.0,0,60,,0.8,0.2,0.1752503311806434,-1.0,0,0,0,0,,411,411,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,13687046.0,17819783.0,0,4306.0,4633.0,0.07594054807245709,1,0,1.0,volume_not_expanding,68075.0667,68075.0667,4633.0,,4633.0,4629.0,4.0,10,40.0,13280.0,0.1,4633.0,1538156.0,4625507.8,332,1,rb.SHFE,0.25,1908138.875,0.0,411,500,411,0,1.0,0.0,411,411,1701,816,1153,332,411,0,6869299.95,3781948.1500000004,332,332,332,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.1752503311806434,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.1752503311806434,1,1.0,3,3,0.11556924363936302,0.06824737231407013,1,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
205,2022-01-18 00:00:00+08:00,2022-01-18,FG.CZCE,FG205.CZCE,long,long_case2,base,flat_entry,regular,risk_budget,6977915.5,1456005.0,6280123.95,4884540.85,6977915.5,6977915.5,0,1000000.0,1500000.0,1500000.0,0.20865901858513478,0.24598864722641647,0.0,5521910.5,4824118.95,0.7,"1.0,1.0,1.0,1.0",0.018,1.0,1,0,not_confirmed,1.0,2.0,1.0,2085.0,2068.0,266309.0,272981.0,0,1,0,5,,,,1,0,0,0,,1.0,1.0,0,86.77647173073865,60.0,40.0,0,60,,0.8,0.2,0.24598864722641647,-1.0,0,0,0,0,,124,124,1.65,0.0,0.2,20,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,1,10,10,4326533.0,3380496.0,1,1921.0,2085.0,0.08537220197813644,1,1,1.2,direction_and_volume_confirmed,86834.1411,104200.96931999999,2085.0,,2085.0,2043.3,41.700000000000045,20,834.0000000000009,103416.00000000012,0.12,5004.0,620496.0,2076501.0,124,1,FG.CZCE,0.25,1744478.875,0.0,348,124,124,0,1.0,0.0,124,124,124,964,976,124,124,0,6280123.95,4824118.95,124,124,124,0,0,1.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,flat_entry,0,1.0,0.24598864722641647,9254390.5,0,1.0,0.0,60,0.6,0,1,0.0,0.24598864722641647,1,1.0,1,1,-0.3704931022007057,-0.3704931022007057,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
