variant,label,profile,window_name,window_label,window_group,analysis_start,analysis_end,account_capital,c3_capital,risk_multiplier,trading_days,end_equity,total_return_pct,cagr_pct,max_dd_pct,ulcer_pct,sharpe,min_equity,max_broker10_margin_to_equity_pct,p95_broker10_margin_to_equity_pct,days_over_100pct,days_over_90pct,days_equity_below_zero,total_slippage,total_trade_count,nonzero_daily_win_rate_pct,forced_margin_deleverage_count,forced_margin_deleverage_closed_volume,dd30_pass,dd40_pass,broker10_100_pass,account_survival_pass,deployable_pass,source_name,rebased_end_equity,rebased_total_return_pct,rebased_cagr_pct,rebased_max_dd_pct,rebased_sharpe,rebased_min_equity,max_broker10_margin_to_rebased_equity_pct,p95_broker10_margin_to_rebased_equity_pct,nav_end,oi_mode,am_label,declared_am_size,note,requested_start_month,start_month,start_year,start_month_num,positive_return,mature_63d,mature_126d,mature_252d,dd40_fail,dd50_fail,arm,window_id,requested_start,requested_end,promotion_arm
stage004_A_start_2024,A: 当前正式 C9/15万,stage004_A_start_2024,start_2024,2024-01-01 independent start to 2026-05-29,start_year,2024-01-02,2026-05-29,150000.0,150000.0,0.4,580,345209.0000000001,130.13933333333344,41.44546198045658,-22.562159686529924,10.934541213836539,1.270853263406935,146850.0,55.87310158051753,44.32032608830736,0,0,0,19550.0,179.0,52.57142857142857,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,345209.0000000001,130.13933333333344,41.44546198045658,-22.562159686529924,1.270853263406935,146850.0,55.87310158051753,44.32032608830736,2.3013933333333343,,,,,2024-01,2024-01,2024,1,1,1,1,1,0,0,stage004_A_start_2024,start_2024,2024-01-01,2026-05-29,A
stage004_C_start_2024,C: 正式基线 + 换月连续历史形态续仓,stage004_C_start_2024,start_2024,2024-01-01 independent start to 2026-05-29,start_year,2024-01-02,2026-05-29,150000.0,150000.0,0.4,580,346754.0000000001,131.16933333333344,41.70846728569293,-22.375140359066858,10.762761517015269,1.2770753933669734,146850.0,55.87310158051753,46.18454636968276,0,0,0,20020.0,185.0,52.69121813031161,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,346754.0000000001,131.16933333333344,41.70846728569293,-22.375140359066858,1.2770753933669734,146850.0,55.87310158051753,46.18454636968276,2.3116933333333343,,,,,2024-01,2024-01,2024,1,1,1,1,1,0,0,stage004_C_start_2024,start_2024,2024-01-01,2026-05-29,C
stage004_A_start_2025,A: 当前正式 C9/15万,stage004_A_start_2025,start_2025,2025-01-01 independent start to 2026-05-29,start_year,2025-01-02,2026-05-29,150000.0,150000.0,0.4,338,204457.40000000005,36.30493333333338,24.72620833526875,-22.6508042631848,14.164887149133477,0.8230040684515986,135050.0,56.93174814533004,33.59559674848112,0,0,0,7950.0,88.0,48.05194805194805,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,204457.40000000005,36.30493333333338,24.72620833526875,-22.6508042631848,0.8230040684515986,135050.0,56.93174814533004,33.59559674848112,1.3630493333333338,,,,,2025-01,2025-01,2025,1,1,1,1,1,0,0,stage004_A_start_2025,start_2025,2025-01-01,2026-05-29,A
stage004_C_start_2025,C: 正式基线 + 换月连续历史形态续仓,stage004_C_start_2025,start_2025,2025-01-01 independent start to 2026-05-29,start_year,2025-01-02,2026-05-29,150000.0,150000.0,0.4,338,245387.80000000005,63.5918666666667,42.06696197885835,-19.30776463213978,10.410531339844509,1.1549984376640543,136250.0,56.57659735349717,39.847731532983886,0,0,0,8750.0,94.0,51.724137931034484,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,245387.80000000005,63.5918666666667,42.06696197885835,-19.30776463213978,1.1549984376640543,136250.0,56.57659735349717,39.847731532983886,1.635918666666667,,,,,2025-01,2025-01,2025,1,1,1,1,1,0,0,stage004_C_start_2025,start_2025,2025-01-01,2026-05-29,C
stage004_A_weak_2018_01_1y,A: 当前正式 C9/15万,stage004_A_weak_2018_01_1y,weak_2018_01_1y,2018-01-01 independent start to 2018-12-31,weak_one_year,2018-01-02,2018-12-28,150000.0,150000.0,0.4,243,144120.40000000002,-3.9197333333333195,-3.975744532733405,-15.640773516879747,8.679469323285542,-0.15915438850052527,128689.99999999997,49.13024959305479,27.395522080017795,0,0,0,3880.0,58.0,41.25,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,144120.40000000002,-3.9197333333333195,-3.975744532733405,-15.640773516879747,-0.15915438850052527,128689.99999999997,49.13024959305479,27.395522080017795,0.9608026666666668,,,,,2018-01,2018-01,2018,1,0,1,1,0,0,0,stage004_A_weak_2018_01_1y,weak_2018_01_1y,2018-01-01,2018-12-31,A
stage004_C_weak_2018_01_1y,C: 正式基线 + 换月连续历史形态续仓,stage004_C_weak_2018_01_1y,weak_2018_01_1y,2018-01-01 independent start to 2018-12-31,weak_one_year,2018-01-02,2018-12-28,150000.0,150000.0,0.4,243,134950.40000000002,-10.033066666666645,-10.171676783300764,-15.640773516879747,9.228506463155933,-0.5062719888985959,128689.99999999997,58.662096623764235,33.33403691000097,0,0,0,4040.0,61.0,43.08943089430895,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,134950.40000000002,-10.033066666666645,-10.171676783300764,-15.640773516879747,-0.5062719888985959,128689.99999999997,58.662096623764235,33.33403691000097,0.8996693333333335,,,,,2018-01,2018-01,2018,1,0,1,1,0,0,0,stage004_C_weak_2018_01_1y,weak_2018_01_1y,2018-01-01,2018-12-31,C
stage004_A_weak_2018_06_1y,A: 当前正式 C9/15万,stage004_A_weak_2018_06_1y,weak_2018_06_1y,2018-06-01 independent start to 2019-05-31,weak_one_year,2018-06-01,2019-05-31,150000.0,150000.0,0.4,243,141112.00000000006,-5.925333333333294,-5.945064133651057,-16.953589712862318,8.180392063112347,-0.1643171082440383,139292.00000000006,68.53917629054803,34.10748517715568,0,0,0,5230.0,76.0,44.565217391304344,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,141112.00000000006,-5.925333333333294,-5.945064133651057,-16.953589712862318,-0.1643171082440383,139292.00000000006,68.53917629054803,34.10748517715568,0.9407466666666671,,,,,2018-06,2018-06,2018,6,0,1,1,0,0,0,stage004_A_weak_2018_06_1y,weak_2018_06_1y,2018-06-01,2019-05-31,A
stage004_C_weak_2018_06_1y,C: 正式基线 + 换月连续历史形态续仓,stage004_C_weak_2018_06_1y,weak_2018_06_1y,2018-06-01 independent start to 2019-05-31,weak_one_year,2018-06-01,2019-05-31,150000.0,150000.0,0.4,243,164729.50000000006,9.819666666666716,9.85499771533882,-16.986383722698307,7.224083152404943,0.4956180158993039,141399.50000000006,71.1338674168689,34.182702754300415,0,0,0,5710.0,82.0,50.53191489361703,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,164729.50000000006,9.819666666666716,9.85499771533882,-16.986383722698307,0.4956180158993039,141399.50000000006,71.1338674168689,34.182702754300415,1.0981966666666672,,,,,2018-06,2018-06,2018,6,1,1,1,0,0,0,stage004_C_weak_2018_06_1y,weak_2018_06_1y,2018-06-01,2019-05-31,C
stage004_A_weak_2022_01_1y,A: 当前正式 C9/15万,stage004_A_weak_2022_01_1y,weak_2022_01_1y,2022-01-01 independent start to 2022-12-31,weak_one_year,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,127070.0,-15.28666666666667,-15.491368780439485,-35.78589221702412,21.82906045964404,-0.14903791065849142,105690.0,64.51003789405789,37.490524681740425,0,0,0,3420.0,76.0,39.83739837398374,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,127070.0,-15.28666666666667,-15.491368780439485,-35.78589221702412,-0.14903791065849142,105690.0,64.51003789405789,37.490524681740425,0.8471333333333333,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage004_A_weak_2022_01_1y,weak_2022_01_1y,2022-01-01,2022-12-31,A
stage004_C_weak_2022_01_1y,C: 正式基线 + 换月连续历史形态续仓,stage004_C_weak_2022_01_1y,weak_2022_01_1y,2022-01-01 independent start to 2022-12-31,weak_one_year,2022-01-04,2022-12-30,150000.0,150000.0,0.4,242,135180.0,-9.879999999999999,-10.016615237502046,-37.07394130870648,23.39149727664974,0.028392603208951855,103570.0,64.51003789405789,41.28682529246494,0,0,0,3620.0,76.0,39.83739837398374,0,0.0,0,1,1,1,1,stage772_am40_80_120_oi_monthly,135180.0,-9.879999999999999,-10.016615237502046,-37.07394130870648,0.028392603208951855,103570.0,64.51003789405789,41.28682529246494,0.9012,,,,,2022-01,2022-01,2022,1,0,1,1,0,0,0,stage004_C_weak_2022_01_1y,weak_2022_01_1y,2022-01-01,2022-12-31,C
stage004_A_recent_2025_06_1y,A: 当前正式 C9/15万,stage004_A_recent_2025_06_1y,recent_2025_06_1y,2025-06-01 independent start to 2026-05-29,weak_one_year,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,208977.80000000005,39.31853333333337,39.993871333635056,-22.048158640226625,16.29163609712821,1.0828344431661177,150000.0,54.528762298068756,37.8744662763041,0,0,0,6590.0,66.0,51.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,208977.80000000005,39.31853333333337,39.993871333635056,-22.048158640226625,1.0828344431661177,150000.0,54.528762298068756,37.8744662763041,1.3931853333333337,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,stage004_A_recent_2025_06_1y,recent_2025_06_1y,2025-06-01,2026-05-29,A
stage004_C_recent_2025_06_1y,C: 正式基线 + 换月连续历史形态续仓,stage004_C_recent_2025_06_1y,recent_2025_06_1y,2025-06-01 independent start to 2026-05-29,weak_one_year,2025-06-03,2026-05-29,150000.0,150000.0,0.4,241,209457.80000000005,39.638533333333356,40.32011726177007,-22.048158640226625,16.268071225920274,1.0890754179387014,150000.0,54.528762298068756,37.8744662763041,0,0,0,6430.0,66.0,51.0,0,0.0,1,1,1,1,1,stage772_am40_80_120_oi_monthly,209457.80000000005,39.638533333333356,40.32011726177007,-22.048158640226625,1.0890754179387014,150000.0,54.528762298068756,37.8744662763041,1.3963853333333336,,,,,2025-06,2025-06,2025,6,1,1,1,0,0,0,stage004_C_recent_2025_06_1y,recent_2025_06_1y,2025-06-01,2026-05-29,C
